case_id,title,preconditions,steps,expected_result,obtained_result,observations,exec_count,test_status,feature_name,sprint,created_at,module
6594,"Evaluar experiencia ""OPCIONAL""",,1) 1. En el Home de la aplicación dar clic en el botón del Header Calificar tu experiencia.,"2. Se debe desplegar el modal para que el cliente pueda calificar la experiencia en el sistema, el indicador debe ser con escala de 1 a 5 con caritas desde triste hasta muy feliz",,,1,No ejecutada,General,12,2025-06-06,General	
6594,Habilitar cuadro de comentario en evaluar experiencia,,"1) 1. En el Home de la aplicación dar clic en el botón del Header Calificar tu experiencia. 2) 2. Calificar la experiencia en los niveles del 1 a 3 (muy triste, triste y regular). 3) 3. Diligenciar el cuadro de comentario y finalizar la encuesta.","2. En esta escala de calificación, se debe habilitar un cuadro de comentario preguntando el motivo de su calificación	
3. Los datos y comentarios de la encuesta deben quedar guardados en la BD",,,1,No ejecutada,General,12,2025-06-06,General	
6522,Visualización de la pestaña de solicitudes,,"1) Dado que el usuario está autenticado en la plataforma. 2) Y se encuentra en la sección de ""Historial de cotizaciones"". 3) Cuando el usuario accede al historial de cotizaciones. 4) Entonces debe visualizar una pestaña llamada ""Solicitudes"".",,,,1,No ejecutada,General,13,,General	
6522,Visualización de solicitudes MTO en la pestaña de solicitudes,,"1) Dado que el usuario está autenticado en la plataforma. 2) Y se encuentra en la sección de ""Historial de cotizaciones"". 3) Y el usuario está en la pestaña ""Solicitudes"". 4) Entonces debe visualizar una lista de solicitudes de materiales MTO (A la medida). 5) Y cada solicitud debe estar identificada correctamente.",,,,1,No ejecutada,General,13,,General	
6522,Visualización de los campos requeridos en la tabla de solicitudes,,"1) Dado que el usuario está autenticado en la plataforma. 2) Y se encuentra en la sección de ""Historial de cotizaciones"". 3) Y el usuario está en la pestaña ""Solicitudes"". 4) Entonces cada fila de la tabla debe mostrar los siguientes campos. 5) Fecha de solicitud. 6) Cliente / Proyecto. 7) Número de solicitud. 8) Tipo de solicitud. 9) Categoría (producto). 10) Nombre del destinatario. 11) Acciones.",,,,1,No ejecutada,General,13,,General	
6522,Visualización de botones de acción,,"1) Dado que el usuario está autenticado en la plataforma. 2) Y se encuentra en la sección de ""Historial de cotizaciones"". 3) Y el usuario está en la pestaña ""Solicitudes"". 4) Entonces cada solicitud debe tener un botón para visualizar la plantilla del correo. 5) Y un botón para descargar documentos adjuntos.",,,,1,No ejecutada,General,13,,General	
6522,Visualización rápida del correo,,"1) Dado que el usuario está autenticado en la plataforma. 2) Y se encuentra en la sección de ""Historial de cotizaciones"". 3) Y el usuario está en la pestaña ""Solicitudes"". 4) Cuando el usuario hace clic en el botón de visualizar plantilla del correo. 5) Entonces debe mostrarse una visualización rápida del correo asociado a la solicitud.",,,,1,No ejecutada,General,13,,General	
6522,escarga de documentos adjuntos,,"1) Dado que el usuario está autenticado en la plataforma. 2) Y se encuentra en la sección de ""Historial de cotizaciones"". 3) Y el usuario está en la pestaña ""Solicitudes"". 4) Cuando el usuario hace clic en el botón de descargar documentos adjuntos. 5) Entonces el documento debe descargarse correctamente.",,,,1,No ejecutada,General,13,,General	
6522,Enviar formulario,,"1) 1. Ingresar al catalogo de servicios y seleccionar un producto. 2) 2. Seleccionar opcion ""a medida"". 3) 3. Diligenciar los campos tipo texto del formulario. 4) 4. Adjuntar archivo de imagen. 5) 5. Clic en el botón Enviar formulario.",,,,1,No ejecutada,General,13,,General	
6522,No mostrar estatus en la tabla de solicitudes,,"1) Dado que el usuario está autenticado en la plataforma. 2) Y se encuentra en la sección de ""Historial de cotizaciones"". 3) Y el usuario está en la pestaña ""Solicitudes"". 4) Entonces la tabla no debe mostrar ninguna columna de estatus.",,,,1,No ejecutada,General,13,,General	
6991,Visualización de la pestaña de solicitudes en el historial de cotizaciones,,"1) Dado que el usuario está autenticado en la plataforma. 2) Y se encuentra en la sección de ""Historial de cotizaciones"". 3) Cuando el usuario visualiza las pestañas disponibles. 4) Entonces debe visualizar una pestaña llamada ""Solicitudes"".",,,,1,No ejecutada,General,13,,General	
6991,Visualización de solicitudes de asesoría de corte y figurado en la pestaña de solicitudes,,"1) Dado que el usuario está en la pestaña ""Solicitudes"". 2) Cuando la página carga las solicitudes de asesoría de corte y figurado. 3) Entonces debe visualizar una lista de solicitudes. 4) Y cada solicitud debe estar identificada correctamente con un número único.",,,,1,No ejecutada,General,13,,General	
6991,Visualización de los campos requeridos en cada solicitud de asesoría,,"1) Dado que el usuario está en la pestaña ""Solicitudes"". 2) Cuando la lista de solicitudes es mostrada. 3) Entonces cada solicitud debe mostrar los siguientes campos. 4) Fecha de solicitud. 5) Nombre del destinatario. 6) Número de solicitud. 7) Categoría (producto). 8) Tipo de solicitud.",,,,1,No ejecutada,General,13,,General	
6991,Visualización de botón y tooltip para plantilla de correo,,"1) Dado que el usuario está en la pestaña ""Solicitudes"". 2) Cuando el usuario visualiza la columna de acciones. 3) Entonces debe ver un botón para visualizar la plantilla del correo. 4) Y el botón debe mostrar el tooltip ""Visualizar correo de solicitud"".",,,,1,No ejecutada,General,13,,General	
6991,No mostrar botón para descargar documentos adjuntos,,"1) Dado que el usuario está en la pestaña ""Solicitudes"". 2) Cuando el usuario visualiza la columna de acciones. 3) Entonces no debe ver un botón habilitado para descargar documentos adjuntos. 4) Y si el botón está presente, debe estar inhabilitado. 5) Y debe mostrar el tooltip ""Descargar adjuntos"".",,,,1,No ejecutada,General,13,,General	
6991,No mostrar columna de estatus,,"1) Dado que el usuario está en la pestaña ""Solicitudes"". 2) Cuando la tabla de solicitudes es mostrada. 3) Entonces la tabla no debe mostrar ninguna columna de estatus.",,,,1,No ejecutada,General,13,,General	
6991,Permitir visualización de solicitudes solo al cliente autenticado,,"1) Dado que el usuario está autenticado en la plataforma. 2) Cuando accede a la pestaña ""Solicitudes"". 3) Entonces solo debe visualizar las solicitudes asociadas a su usuario.",,,,1,No ejecutada,General,13,,General	
6966,Visualización de productos en el carrito de compras,,"1) Dado que el usuario está autenticado en la plataforma. 2) Y se encuentra en la pantalla de gestión del carrito de compras. 3) Cuando visualiza la lista de productos en el carrito. 4) Entonces debe ver todos los productos agregados, con su estatus correspondiente.",,,,1,No ejecutada,General,13,,General	
6966,Selección de productos disponibles para cotización,,"1) Dado que el usuario está en la pantalla de gestión del carrito de compras. 2) Cuando visualiza la lista de productos. 3) Entonces debe poder seleccionar solo los productos con estatus ""disponible"". 4) Y los productos con estatus ""no disponible"" o ""disponible parcialmente"" deben aparecer inhabilitados.",,,,1,No ejecutada,General,13,,General	
6966,Selección por defecto de productos disponibles,,"1) Dado que el usuario está en la pantalla de gestión del carrito de compras. 2) Cuando visualiza la lista de productos. 3) Entonces todos los productos con estatus ""disponible"" deben estar seleccionados por defecto.",,,,1,No ejecutada,General,13,,General	
6966,Nota informativa sobre cotización de productos,,1) Dado que el usuario está en la pantalla de gestión del carrito de compras. 2) Cuando visualiza la opción de cotizar. 3) Entonces debe mostrarse una nota indicando que solo podrá cotizar productos disponibles.,,,,1,No ejecutada,General,13,,General	
6966,Doble confirmación al continuar con la cotización,,"1) Dado que el usuario ha seleccionado productos para cotizar. 2) Cuando hace clic en el botón ""Continuar"". 3) Entonces debe mostrarse una primera confirmación preguntando si desea cotizar solo los productos seleccionados. 4) Y al confirmar, debe mostrarse una segunda confirmación para proceder con la cotización.",,,,1,No ejecutada,General,13,,General	
6966,Mantener productos no seleccionados en el carrito,,1) Dado que el usuario ha seleccionado solo algunos productos para cotizar. 2) Cuando finaliza la cotización. 3) Entonces los productos no seleccionados deben permanecer en el carrito de compras.,,,,1,No ejecutada,General,13,,General	
6040,Visualización inicial de la fecha actual,,1) Dado que el usuario está autenticado en la plataforma. 2) Cuando accede al histórico de cotizaciones. 3) Entonces la fecha actual debe estar seleccionada por defecto en el filtro de fecha.,,,,1,No ejecutada,General,13,,General	
6040,Filtrar cotizaciones por una fecha específica,,1) Dado que el usuario está en el histórico de cotizaciones. 2) Cuando selecciona una fecha específica en el filtro de fecha. 3) Y aplica el filtro. 4) Entonces solo debe visualizar las cotizaciones correspondientes a la fecha seleccionada.,,,,1,No ejecutada,General,13,,General	
6040,Filtrar cotizaciones por rango de fechas,,1) Dado que el usuario está en el histórico de cotizaciones. 2) Cuando selecciona un rango de fechas en el filtro de fecha. 3) Y aplica el filtro. 4) Entonces solo debe visualizar las cotizaciones correspondientes al rango de fechas seleccionado.,,,,1,No ejecutada,General,13,,General	
6040,Filtrar cotizaciones por semana,,"1) Dado que el usuario está en el histórico de cotizaciones. 2) Cuando selecciona la opción ""Esta semana"" en el filtro de fecha. 3) Y aplica el filtro. 4) Entonces solo debe visualizar las cotizaciones correspondientes a la semana seleccionada.",,,,1,No ejecutada,General,13,,General	
6040,Filtrar cotizaciones por mes,,"1) Dado que el usuario está en el histórico de cotizaciones. 2) Cuando selecciona la opción ""Este mes"" en el filtro de fecha. 3) Y aplica el filtro. 4) Entonces solo debe visualizar las cotizaciones correspondientes al mes seleccionado.",,,,1,No ejecutada,General,13,,General	
6040,Visualización de categorías en una cotización,,1) Dado que el usuario ha filtrado cotizaciones por cualquier criterio de fecha. 2) Cuando visualiza una cotización en la lista. 3) Entonces debe poder ver los nombres de todas las categorías incluidas en esa cotización.,,,,1,No ejecutada,General,13,,General	
6040,Visualización de proyectos acorde a las fechas seleccionadas,,1) Dado que el usuario ha filtrado cotizaciones por cualquier criterio de fecha. 2) Cuando visualiza la lista de cotizaciones. 3) Entonces debe poder ver los proyectos correspondientes a las fechas seleccionadas.,,,,1,No ejecutada,General,13,,General	
6040,Visualización de cotizaciones del cliente principal y todos los proyectos,,"1) Dado que el usuario ha filtrado cotizaciones por cualquier criterio de fecha. 2) Y el filtro de cliente está en ""solo cliente"". 3) Cuando visualiza la lista de cotizaciones. 4) Entonces debe poder ver las cotizaciones del cliente principal y de todos los proyectos asociados.",,,,1,No ejecutada,General,13,,General	
